6530	0.9847
6530.02	0.9847
6530.04	0.9847
6530.06	0.9847
6530.08	0.9847
6530.1	0.9847
6530.12	0.984648
6530.14	0.9846
6530.16	0.9846
6530.18	0.9846
6530.2	0.9846
6530.22	0.984548
6530.24	0.9845
6530.26	0.9845
6530.28	0.9845
6530.3	0.9845
6530.32	0.984452
6530.34	0.9844
6530.36	0.9844
6530.38	0.9844
6530.4	0.9844
6530.42	0.984352
6530.44	0.9843
6530.46	0.984252
6530.48	0.984152
6530.5	0.98395
6530.52	0.983594
6530.54	0.983091
6530.56	0.982387
6530.58	0.981691
6530.6	0.981194
6530.62	0.981103
6530.64	0.981458
6530.66	0.982061
6530.68	0.982761
6530.7	0.983306
6530.72	0.983655
6530.74	0.983852
6530.76	0.9839
6530.78	0.9839
6530.8	0.9839
6530.82	0.9839
6530.84	0.9839
6530.86	0.983852
6530.88	0.9838
6530.9	0.9838
6530.92	0.9838
6530.94	0.983752
6530.96	0.9837
6530.98	0.9837
6531	0.9836
6531.02	0.983294
6531.04	0.98243
6531.06	0.980253
6531.08	0.975913
6531.1	0.969281
6531.12	0.961836
6531.14	0.956444
6531.16	0.955628
6531.18	0.959852
6531.2	0.967022
6531.22	0.974048
6531.24	0.979059
6531.26	0.981675
6531.28	0.982791
6531.3	0.983197
6531.32	0.9833
6531.34	0.983252
6531.36	0.9832
6531.38	0.9832
6531.4	0.9832
6531.42	0.9832
6531.44	0.9832
6531.46	0.983152
6531.48	0.9831
6531.5	0.9831
6531.52	0.9831
6531.54	0.9831
6531.56	0.983048
6531.58	0.983
6531.6	0.983
6531.62	0.982948
6531.64	0.982745
6531.66	0.982342
6531.68	0.98143
6531.7	0.979769
6531.72	0.977614
6531.74	0.975675
6531.76	0.974803
6531.78	0.97533
6531.8	0.977066
6531.82	0.979217
6531.84	0.98093
6531.86	0.981939
6531.88	0.982397
6531.9	0.982548
6531.92	0.9826
6531.94	0.9826
6531.96	0.9826
6531.98	0.9826
6532	0.98255
6532.02	0.9825
6532.04	0.9825
6532.06	0.9825
6532.08	0.982448
6532.1	0.9824
6532.12	0.9824
6532.14	0.982348
6532.16	0.982248
6532.18	0.9822
6532.2	0.982148
6532.22	0.9821
6532.24	0.9821
6532.26	0.9821
6532.28	0.9821
6532.3	0.9821
6532.32	0.9821
6532.34	0.9821
6532.36	0.9821
6532.38	0.9821
6532.4	0.982052
6532.42	0.982
6532.44	0.982
6532.46	0.981952
6532.48	0.9819
6532.5	0.9819
6532.52	0.9819
6532.54	0.981848
6532.56	0.9818
6532.58	0.9818
6532.6	0.9818
6532.62	0.981748
6532.64	0.9817
6532.66	0.981648
6532.68	0.981548
6532.7	0.981397
6532.72	0.980991
6532.74	0.980133
6532.76	0.978631
6532.78	0.976098
6532.8	0.972611
6532.82	0.968517
6532.84	0.964556
6532.86	0.961586
6532.88	0.960303
6532.9	0.961072
6532.92	0.963598
6532.94	0.967334
6532.96	0.971438
6532.98	0.97505
6533	0.9778
6533.02	0.979519
6533.04	0.980409
6533.06	0.980855
6533.08	0.981052
6533.1	0.9811
6533.12	0.9811
6533.14	0.981048
6533.16	0.981
6533.18	0.981
6533.2	0.981
6533.22	0.980948
6533.24	0.9809
6533.26	0.9809
6533.28	0.980852
6533.3	0.9808
6533.32	0.9808
6533.34	0.980752
6533.36	0.9807
6533.38	0.9807
6533.4	0.980652
6533.42	0.9806
6533.44	0.9806
6533.46	0.9806
6533.48	0.9806
6533.5	0.98055
6533.52	0.9805
6533.54	0.9805
6533.56	0.9805
6533.58	0.980448
6533.6	0.9804
6533.62	0.9804
6533.64	0.980348
6533.66	0.9803
6533.68	0.9803
6533.7	0.9803
6533.72	0.980248
6533.74	0.9802
6533.76	0.9802
6533.78	0.980152
6533.8	0.9801
6533.82	0.9801
6533.84	0.980052
6533.86	0.98
6533.88	0.979952
6533.9	0.9799
6533.92	0.979852
6533.94	0.9798
6533.96	0.9798
6533.98	0.9798
6534	0.9798
6534.02	0.9798
6534.04	0.979748
6534.06	0.9797
6534.08	0.9797
6534.1	0.9797
6534.12	0.979648
6534.14	0.9796
6534.16	0.9796
6534.18	0.979548
6534.2	0.9795
6534.22	0.979448
6534.24	0.9794
6534.26	0.979352
6534.28	0.979203
6534.3	0.979052
6534.32	0.978903
6534.34	0.978703
6534.36	0.978309
6534.38	0.977322
6534.4	0.975292
6534.42	0.972205
6534.44	0.96885
6534.46	0.96657
6534.48	0.966627
6534.5	0.969
6534.52	0.972405
6534.54	0.975389
6534.56	0.977322
6534.58	0.978309
6534.6	0.978703
6534.62	0.9788
6534.64	0.9788
6534.66	0.9788
6534.68	0.9788
6534.7	0.978748
6534.72	0.9787
6534.74	0.9787
6534.76	0.978652
6534.78	0.9786
6534.8	0.978552
6534.82	0.9785
6534.84	0.978452
6534.86	0.9784
6534.88	0.978303
6534.9	0.978152
6534.92	0.978052
6534.94	0.977903
6534.96	0.977606
6534.98	0.977158
6535	0.97655
6535.02	0.975942
6535.04	0.9757
6535.06	0.975906
6535.08	0.976461
6535.1	0.977109
6535.12	0.977555
6535.14	0.977803
6535.16	0.9779
6535.18	0.9779
6535.2	0.9779
6535.22	0.9779
6535.24	0.977848
6535.26	0.9778
6535.28	0.9778
6535.3	0.977752
6535.32	0.9777
6535.34	0.9777
6535.36	0.977652
6535.38	0.9776
6535.4	0.9776
6535.42	0.977552
6535.44	0.9775
6535.46	0.977452
6535.48	0.977352
6535.5	0.9772
6535.52	0.977048
6535.54	0.976897
6535.56	0.976697
6535.58	0.9766
6535.6	0.9766
6535.62	0.976652
6535.64	0.976752
6535.66	0.976852
6535.68	0.9769
6535.7	0.9769
6535.72	0.9769
6535.74	0.9769
6535.76	0.9769
6535.78	0.9769
6535.8	0.976852
6535.82	0.9768
6535.84	0.9768
6535.86	0.976752
6535.88	0.9767
6535.9	0.9767
6535.92	0.976652
6535.94	0.9766
6535.96	0.9766
6535.98	0.976552
6536	0.9765
6536.02	0.9765
6536.04	0.976448
6536.06	0.9764
6536.08	0.976348
6536.1	0.9763
6536.12	0.9763
6536.14	0.976248
6536.16	0.9762
6536.18	0.976148
6536.2	0.9761
6536.22	0.976048
6536.24	0.975948
6536.26	0.975803
6536.28	0.975555
6536.3	0.975303
