waveobs	flux	err
651.527	0.994483730266	0.0
651.528	0.994648275975	0.0
651.529	0.994753472246	0.0
651.53	0.994825296872	0.0
651.531	0.994881562331	0.0
651.532	0.994932991801	0.0
651.533	0.994985675453	0.0
651.534	0.995043537197	0.0
651.535	0.995110508987	0.0
651.536	0.99519227172	0.0
651.537	0.995295239429	0.0
651.538	0.995418868205	0.0
651.539	0.995545197706	0.0
651.54	0.995642843502	0.0
651.541	0.995690750646	0.0
651.542	0.995693743763	0.0
651.543	0.9956707504	0.0
651.544	0.995636477613	0.0
651.545	0.99559683989	0.0
651.546	0.995552977902	0.0
651.547	0.995504557554	0.0
651.548	0.995450845878	0.0
651.549	0.995390846614	0.0
651.55	0.995323170356	0.0
651.551	0.995245736426	0.0
651.552	0.995155297865	0.0
651.553	0.995046854078	0.0
651.554	0.994912887275	0.0
651.555	0.994740890357	0.0
651.556	0.994502364251	0.0
651.557	0.994121203892	0.0
651.558	0.993432796996	0.0
651.559	0.992206063402	0.0
651.56	0.990260271725	0.0
651.561	0.987547425137	0.0
651.562	0.984117020898	0.0
651.563	0.980049528727	0.0
651.564	0.975427412097	0.0
651.565	0.970332707308	0.0
651.566	0.964851159242	0.0
651.567	0.95907885	0.0
651.568	0.953134657198	0.0
651.569	0.947183316702	0.0
651.57	0.941449577548	0.0
651.571	0.936159681454	0.0
651.572	0.931424148856	0.0
651.573	0.927207621912	0.0
651.574	0.923411035757	0.0
651.575	0.919945961355	0.0
651.576	0.916751926856	0.0
651.577	0.913788414417	0.0
651.578	0.91102644114	0.0
651.579	0.908444119074	0.0
651.58	0.906024291202	0.0
651.581	0.903753105439	0.0
651.582	0.901619085469	0.0
651.583	0.899612511568	0.0
651.584	0.897725138955	0.0
651.585	0.895949949238	0.0
651.586	0.894280905227	0.0
651.587	0.892712722965	0.0
651.588	0.891240707283	0.0
651.589	0.889860732958	0.0
651.59	0.88856919387	0.0
651.591	0.887362917663	0.0
651.592	0.886239063759	0.0
651.593	0.885195055583	0.0
651.594	0.88422860714	0.0
651.595	0.883337716855	0.0
651.596	0.882520625356	0.0
651.597	0.881775747619	0.0
651.598	0.881101638509	0.0
651.599	0.880497032685	0.0
651.6	0.879960852816	0.0
651.601	0.879492183168	0.0
651.602	0.879090216547	0.0
651.603	0.878754235951	0.0
651.604	0.878483657671	0.0
651.605	0.878278045106	0.0
651.606	0.878137089752	0.0
651.607	0.878060565009	0.0
651.608	0.878048317567	0.0
651.609	0.878100308206	0.0
651.61	0.878216614643	0.0
651.611	0.878397421208	0.0
651.612	0.87864301792	0.0
651.613	0.878953802986	0.0
651.614	0.879330303653	0.0
651.615	0.879773190465	0.0
651.616	0.880283270381	0.0
651.617	0.880861448464	0.0
651.618	0.881508738734	0.0
651.619	0.882226321044	0.0
651.62	0.883015571501	0.0
651.621	0.883878059001	0.0
651.622	0.884815509348	0.0
651.623	0.885829831183	0.0
651.624	0.886923189754	0.0
651.625	0.888098055748	0.0
651.626	0.889357218923	0.0
651.627	0.890703766916	0.0
651.628	0.892141145952	0.0
651.629	0.893673278821	0.0
651.63	0.895304665687	0.0
651.631	0.897040454553	0.0
651.632	0.898886483373	0.0
651.633	0.900849454697	0.0
651.634	0.902937215306	0.0
651.635	0.905159078174	0.0
651.636	0.907526188386	0.0
651.637	0.910051962845	0.0
651.638	0.912752856885	0.0
651.639	0.915649416491	0.0
651.64	0.918767712244	0.0
651.641	0.922141952743	0.0
651.642	0.925820285056	0.0
651.643	0.929874652471	0.0
651.644	0.934400389068	0.0
651.645	0.939468793007	0.0
651.646	0.945035325408	0.0
651.647	0.950912079201	0.0
651.648	0.95686362877	0.0
651.649	0.962701051719	0.0
651.65	0.968290429184	0.0
651.651	0.9735278165	0.0
651.652	0.978322334387	0.0
651.653	0.982585281128	0.0
651.654	0.986218528846	0.0
651.655	0.989102412875	0.0
651.656	0.991103151915	0.0
651.657	0.99213734064	0.0
651.658	0.992266767492	0.0
651.659	0.991700654372	0.0
651.66	0.990685839037	0.0
651.661	0.989429210069	0.0
651.662	0.988095618808	0.0
651.663	0.986811667152	0.0
651.664	0.985652929866	0.0
651.665	0.984640527019	0.0
651.666	0.983758935811	0.0
651.667	0.982980504399	0.0
651.668	0.982280794604	0.0
651.669	0.981642610742	0.0
651.67	0.98105459332	0.0
651.671	0.980509044522	0.0
651.672	0.980000427616	0.0
651.673	0.979524568603	0.0
651.674	0.979078217012	0.0
651.675	0.978658773185	0.0
651.676	0.978264106708	0.0
651.677	0.977892424487	0.0
651.678	0.977542212977	0.0
651.679	0.977212212918	0.0
651.68	0.976901370378	0.0
651.681	0.976608736881	0.0
651.682	0.976333431225	0.0
651.683	0.976074675729	0.0
651.684	0.975831800218	0.0
651.685	0.975604222973	0.0
651.686	0.975391430466	0.0
651.687	0.975192955812	0.0
651.688	0.975008381953	0.0
651.689	0.974837343216	0.0
651.69	0.974679520526	0.0
651.691	0.974534631585	0.0
651.692	0.974402416848	0.0
651.693	0.974282646289	0.0
651.694	0.974175124289	0.0
651.695	0.974079689894	0.0
651.696	0.973996213484	0.0
651.697	0.973924577557	0.0
651.698	0.973864655987	0.0
651.699	0.973816321289	0.0
651.7	0.973779493737	0.0
651.701	0.973754166306	0.0
651.702	0.973740371133	0.0
651.703	0.973738108329	0.0
651.704	0.973747349603	0.0
651.705	0.973768089718	0.0
651.706	0.973800355123	0.0
651.707	0.973844187648	0.0
651.708	0.973899649879	0.0
651.709	0.973966830421	0.0
651.71	0.974045844765	0.0
651.711	0.974136830786	0.0
651.712	0.974239939315	0.0
651.713	0.974355344369	0.0
651.714	0.974483250987	0.0
651.715	0.974623898109	0.0
651.716	0.974777555412	0.0
651.717	0.97494451464	0.0
651.718	0.975125102548	0.0
651.719	0.975319691617	0.0
651.72	0.975528705989	0.0
651.721	0.975752620815	0.0
651.722	0.975991955604	0.0
651.723	0.976247293038	0.0
651.724	0.976519296493	0.0
651.725	0.976808723755	0.0
651.726	0.977116434145	0.0
651.727	0.977443390003	0.0
651.728	0.977790692253	0.0
651.729	0.978159619097	0.0
651.73	0.978551666794	0.0
651.731	0.978968589466	0.0
651.732	0.979412442534	0.0
651.733	0.979885690937	0.0
651.734	0.980391354106	0.0
651.735	0.980933210114	0.0
651.736	0.981516094849	0.0
651.737	0.982146398311	0.0
651.738	0.982833050699	0.0
651.739	0.983589213519	0.0
651.74	0.984434560398	0.0
651.741	0.985396133127	0.0
651.742	0.986502552338	0.0
651.743	0.987766625586	0.0
651.744	0.989161111896	0.0
651.745	0.990606490302	0.0
651.746	0.991986066715	0.0
651.747	0.993181037346	0.0
651.748	0.994105918217	0.0
651.749	0.994732093915	0.0
651.75	0.99509222915	0.0
651.751	0.995260180584	0.0
651.752	0.995315622562	0.0
651.753	0.995316765602	0.0
651.754	0.995294817384	0.0
651.755	0.995262466212	0.0
651.756	0.995223491826	0.0
651.757	0.995178278009	0.0
651.758	0.995125885734	0.0
651.759	0.995064491419	0.0
651.76	0.994991178531	0.0
651.761	0.994901186611	0.0
651.762	0.994786556381	0.0
651.763	0.994634485938	0.0
651.764	0.994426104492	0.0
651.765	0.994136650381	0.0
651.766	0.993738314109	0.0
651.767	0.993206253769	0.0
651.768	0.992526040051	0.0
651.769	0.991699685098	0.0
651.77	0.990747811014	0.0
651.771	0.989707043055	0.0
651.772	0.988623187107	0.0
651.773	0.987541955039	0.0
651.774	0.986500555786	0.0
651.775	0.985522916368	0.0
651.776	0.984619383507	0.0
651.777	0.983789860823	0.0
651.778	0.98302830089	0.0
651.779	0.982326527657	0.0
651.78	0.981676588388	0.0
651.781	0.98107175846	0.0
651.782	0.980506595453	0.0
651.783	0.979976638705	0.0
651.784	0.979477991203	0.0
651.785	0.979006212756	0.0
651.786	0.978552497246	0.0
651.787	0.978092702636	0.0
651.788	0.97756571848	0.0
651.789	0.976852639289	0.0
651.79	0.975790716963	0.0
651.791	0.974237786783	0.0
651.792	0.972137795642	0.0
651.793	0.969530494257	0.0
651.794	0.96652222407	0.0
651.795	0.96326526786	0.0
651.796	0.959951005291	0.0
651.797	0.95678217665	0.0
651.798	0.953910063407	0.0
651.799	0.95138614072	0.0
651.8	0.949177515182	0.0
651.801	0.947220331164	0.0
651.802	0.94545808535	0.0
651.803	0.943851537201	0.0
651.804	0.942374905256	0.0
651.805	0.941010586564	0.0
651.806	0.939745787488	0.0
651.807	0.938570675882	0.0
651.808	0.937477448845	0.0
651.809	0.936459805292	0.0
651.81	0.935512573934	0.0
651.811	0.934631434002	0.0
651.812	0.933812689282	0.0
651.813	0.933053159461	0.0
651.814	0.932350119017	0.0
651.815	0.931701224455	0.0
651.816	0.931104432738	0.0
651.817	0.930557905703	0.0
651.818	0.930059959903	0.0
651.819	0.929609009439	0.0
651.82	0.929203407734	0.0
651.821	0.928841109687	0.0
651.822	0.928519058912	0.0
651.823	0.928232301707	0.0
651.824	0.927972942084	0.0
651.825	0.927729403705	0.0
651.826	0.927486859901	0.0
651.827	0.927229581288	0.0
651.828	0.926945067997	0.0
651.829	0.926628592038	0.0
651.83	0.926286187478	0.0
651.831	0.925934584399	0.0
651.832	0.925597792704	0.0
651.833	0.925301518373	0.0
651.834	0.925067616251	0.0
651.835	0.924910588431	0.0
651.836	0.924836985847	0.0
651.837	0.924847171462	0.0
651.838	0.924938127635	0.0
651.839	0.925105970333	0.0
651.84	0.925347450905	0.0
651.841	0.925660531767	0.0
651.842	0.926044417985	0.0
651.843	0.926499454755	0.0
651.844	0.927027103229	0.0
651.845	0.927629966192	0.0
651.846	0.928311850331	0.0
651.847	0.929077896477	0.0
651.848	0.929934770996	0.0
651.849	0.930890473793	0.0
651.85	0.93195306811	0.0
651.851	0.933127989305	0.0
651.852	0.934413982659	0.0
651.853	0.935798693651	0.0
651.854	0.937256039185	0.0
651.855	0.938747426057	0.0
651.856	0.940227470442	0.0
651.857	0.941652711073	0.0
651.858	0.942990499562	0.0
651.859	0.944225321625	0.0
651.86	0.945360641639	0.0
651.861	0.946415735133	0.0
651.862	0.947419083156	0.0
651.863	0.948401115329	0.0
651.864	0.949388937731	0.0
651.865	0.950404215156	0.0
651.866	0.951463548002	0.0
651.867	0.952580056616	0.0
651.868	0.953765289141	0.0
651.869	0.955031061227	0.0
651.87	0.956391064907	0.0
651.871	0.957862786817	0.0
651.872	0.959470611276	0.0
651.873	0.96125077212	0.0
651.874	0.963256347379	0.0
651.875	0.965551917855	0.0
651.876	0.968181486009	0.0
651.877	0.97111433685	0.0
651.878	0.974217344656	0.0
651.879	0.977292647148	0.0
651.88	0.980142815948	0.0
651.881	0.982606127726	0.0
651.882	0.98456484974	0.0
651.883	0.985962341089	0.0
651.884	0.986832998609	0.0
651.885	0.987303673866	0.0
651.886	0.987536862389	0.0
651.887	0.987658796044	0.0
651.888	0.987731907473	0.0
651.889	0.987769747658	0.0
651.89	0.987762014533	0.0
651.891	0.98769498972	0.0
651.892	0.987566413008	0.0
651.893	0.987392114774	0.0
651.894	0.987201333356	0.0
651.895	0.98702434128	0.0
651.896	0.986881290278	0.0
651.897	0.986778966072	0.0
651.898	0.986714819633	0.0
651.899	0.986682991998	0.0
651.9	0.986678178251	0.0
651.901	0.986696805465	0.0
651.902	0.986736839034	0.0
651.903	0.986797313963	0.0
651.904	0.986878036321	0.0
651.905	0.986979463963	0.0
651.906	0.987102717143	0.0
651.907	0.987249686479	0.0
651.908	0.987423183262	0.0
651.909	0.987627052442	0.0
651.91	0.987865987191	0.0
651.911	0.9881446589	0.0
651.912	0.988465839148	0.0
651.913	0.988827667847	0.0
651.914	0.989221075901	0.0
651.915	0.989628817134	0.0
651.916	0.990027238584	0.0
651.917	0.99039078848	0.0
651.918	0.990697867994	0.0
651.919	0.990935783769	0.0
651.92	0.991102884703	0.0
651.921	0.991207287133	0.0
651.922	0.99126304711	0.0
651.923	0.991285592348	0.0
651.924	0.991288190103	0.0
651.925	0.991280370422	0.0
651.926	0.991268056423	0.0
651.927	0.991254520642	0.0
651.928	0.991241418861	0.0
651.929	0.991229561883	0.0
651.93	0.991219360158	0.0
651.931	0.991211011989	0.0
651.932	0.991204605513	0.0
