waveobs	flux	err
651.001	0.993872483259	0.0
651.002	0.994299981018	0.0
651.003	0.994772173592	0.0
651.004	0.995254912763	0.0
651.005	0.995698529272	0.0
651.006	0.996056729999	0.0
651.007	0.996306066624	0.0
651.008	0.996452871575	0.0
651.009	0.996524246777	0.0
651.01	0.996551552	0.0
651.011	0.996558282173	0.0
651.012	0.996557356129	0.0
651.013	0.996554255598	0.0
651.014	0.996550825244	0.0
651.015	0.996547565886	0.0
651.016	0.996544588262	0.0
651.017	0.996541912083	0.0
651.018	0.996539539717	0.0
651.019	0.996537470738	0.0
651.02	0.996535704383	0.0
651.021	0.996534240213	0.0
651.022	0.996533078309	0.0
651.023	0.996532219211	0.0
651.024	0.996531663706	0.0
651.025	0.99653141291	0.0
651.026	0.9965314685	0.0
651.027	0.996531832817	0.0
651.028	0.996532508743	0.0
651.029	0.996533499457	0.0
651.03	0.996534808657	0.0
651.031	0.99653644079	0.0
651.032	0.996538401125	0.0
651.033	0.996540695616	0.0
651.034	0.996543330687	0.0
651.035	0.996546313603	0.0
651.036	0.996549652728	0.0
651.037	0.996553357572	0.0
651.038	0.996557438659	0.0
651.039	0.996561907516	0.0
651.04	0.99656677713	0.0
651.041	0.996572062309	0.0
651.042	0.996577779806	0.0
651.043	0.996583948262	0.0
651.044	0.996590588549	0.0
651.045	0.996597724514	0.0
651.046	0.996605383674	0.0
651.047	0.996613597682	0.0
651.048	0.996622402693	0.0
651.049	0.996631840699	0.0
651.05	0.996641961379	0.0
651.051	0.996652824343	0.0
651.052	0.996664501544	0.0
651.053	0.996677080428	0.0
651.054	0.996690670811	0.0
651.055	0.996705415758	0.0
651.056	0.996721509637	0.0
651.057	0.996739229204	0.0
651.058	0.996758983907	0.0
651.059	0.996781375793	0.0
651.06	0.996807199833	0.0
651.061	0.99683723691	0.0
651.062	0.996871701298	0.0
651.063	0.996909475611	0.0
651.064	0.996947699894	0.0
651.065	0.996982358273	0.0
651.066	0.997009841499	0.0
651.067	0.99702850659	0.0
651.068	0.997039092414	0.0
651.069	0.997043836504	0.0
651.07	0.997045165882	0.0
651.071	0.997044860757	0.0
651.072	0.99704390923	0.0
651.073	0.997042744065	0.0
651.074	0.997041518536	0.0
651.075	0.997040277536	0.0
651.076	0.997039032183	0.0
651.077	0.997037784919	0.0
651.078	0.997036536289	0.0
651.079	0.997035286465	0.0
651.08	0.997034035537	0.0
651.081	0.997032783569	0.0
651.082	0.997031530608	0.0
651.083	0.997030276692	0.0
651.084	0.997029021848	0.0
651.085	0.9970277661	0.0
651.086	0.997026509467	0.0
651.087	0.997025251964	0.0
651.088	0.997023993604	0.0
651.089	0.997022734397	0.0
651.09	0.997021474352	0.0
651.091	0.997020213477	0.0
651.092	0.997018951778	0.0
651.093	0.997017689262	0.0
651.094	0.997016425932	0.0
651.095	0.997015161785	0.0
651.096	0.997013896802	0.0
651.097	0.997012630943	0.0
651.098	0.997011364192	0.0
651.099	0.997010096566	0.0
651.1	0.997008828081	0.0
651.101	0.997007558748	0.0
651.102	0.997006288572	0.0
651.103	0.997005017557	0.0
651.104	0.997003745706	0.0
651.105	0.99700247302	0.0
651.106	0.997001199502	0.0
651.107	0.996999925152	0.0
651.108	0.99699864997	0.0
651.109	0.996997373958	0.0
651.11	0.996996097114	0.0
651.111	0.99699481944	0.0
651.112	0.996993540934	0.0
651.113	0.996992261596	0.0
651.114	0.996990981425	0.0
651.115	0.99698970042	0.0
651.116	0.996988418579	0.0
651.117	0.996987135902	0.0
651.118	0.996985852387	0.0
651.119	0.996984568031	0.0
651.12	0.996983282833	0.0
651.121	0.996981996792	0.0
651.122	0.996980709904	0.0
651.123	0.996979422166	0.0
651.124	0.996978133576	0.0
651.125	0.99697684413	0.0
651.126	0.996975553827	0.0
651.127	0.996974262661	0.0
651.128	0.996972970628	0.0
651.129	0.996971677725	0.0
651.13	0.996970383946	0.0
651.131	0.996969089287	0.0
651.132	0.996967793742	0.0
651.133	0.996966497304	0.0
651.134	0.996965199967	0.0
651.135	0.996963901724	0.0
651.136	0.996962602568	0.0
651.137	0.996961302487	0.0
651.138	0.996960001474	0.0
651.139	0.996958699517	0.0
651.14	0.996957396605	0.0
651.141	0.996956092724	0.0
651.142	0.99695478786	0.0
651.143	0.996953481995	0.0
651.144	0.996952175112	0.0
651.145	0.99695086719	0.0
651.146	0.996949558206	0.0
651.147	0.996948248131	0.0
651.148	0.996946936937	0.0
651.149	0.996945624587	0.0
651.15	0.996944311043	0.0
651.151	0.996942996256	0.0
651.152	0.996941680172	0.0
651.153	0.996940362725	0.0
651.154	0.99693904384	0.0
651.155	0.996937723423	0.0
651.156	0.996936401363	0.0
651.157	0.996935077521	0.0
651.158	0.996933751725	0.0
651.159	0.99693242376	0.0
651.16	0.996931093344	0.0
651.161	0.996929760107	0.0
651.162	0.996928423542	0.0
651.163	0.996927082919	0.0
651.164	0.996925736995	0.0
651.165	0.99692438287	0.0
651.166	0.996923011081	0.0
651.167	0.996921587207	0.0
651.168	0.996919995747	0.0
651.169	0.996917909344	0.0
651.17	0.996914577522	0.0
651.171	0.996908659433	0.0
651.172	0.99689839915	0.0
651.173	0.996882362835	0.0
651.174	0.996860432373	0.0
651.175	0.996834259776	0.0
651.176	0.996806641852	0.0
651.177	0.996780222435	0.0
651.178	0.996756519704	0.0
651.179	0.996735836409	0.0
651.18	0.996717766891	0.0
651.181	0.996701728203	0.0
651.182	0.996687232127	0.0
651.183	0.996673939228	0.0
651.184	0.996661624748	0.0
651.185	0.996650135624	0.0
651.186	0.996639361629	0.0
651.187	0.996629218946	0.0
651.188	0.996619641685	0.0
651.189	0.99661057701	0.0
651.19	0.996601981779	0.0
651.191	0.996593820038	0.0
651.192	0.996586061076	0.0
651.193	0.996578678642	0.0
651.194	0.996571650303	0.0
651.195	0.996564956742	0.0
651.196	0.996558581072	0.0
651.197	0.996552508205	0.0
651.198	0.996546724846	0.0
651.199	0.996541219369	0.0
651.2	0.99653598155	0.0
651.201	0.996531002222	0.0
651.202	0.996526273043	0.0
651.203	0.996521786596	0.0
651.204	0.996517536382	0.0
651.205	0.996513516667	0.0
651.206	0.996509722257	0.0
651.207	0.996506148418	0.0
651.208	0.996502791	0.0
651.209	0.996499646458	0.0
651.21	0.996496711738	0.0
651.211	0.996493984082	0.0
651.212	0.99649146106	0.0
651.213	0.996489140683	0.0
651.214	0.996487021432	0.0
651.215	0.996485102151	0.0
651.216	0.996483381871	0.0
651.217	0.996481859824	0.0
651.218	0.996480534664	0.0
651.219	0.996479401373	0.0
651.22	0.996478451685	0.0
651.221	0.996477682522	0.0
651.222	0.996477097142	0.0
651.223	0.996476699559	0.0
651.224	0.996476492774	0.0
651.225	0.996476479375	0.0
651.226	0.996476661823	0.0
651.227	0.996477042769	0.0
651.228	0.996477625233	0.0
651.229	0.996478412619	0.0
651.23	0.996479408635	0.0
651.231	0.996480617256	0.0
651.232	0.996482042931	0.0
651.233	0.996483690722	0.0
651.234	0.996485566297	0.0
651.235	0.996487675828	0.0
651.236	0.996490026041	0.0
651.237	0.996492624463	0.0
651.238	0.996495479593	0.0
651.239	0.996498600927	0.0
651.24	0.996501998871	0.0
651.241	0.996505684942	0.0
651.242	0.996509672126	0.0
651.243	0.996513975161	0.0
651.244	0.996518610642	0.0
651.245	0.996523596987	0.0
651.246	0.996528954889	0.0
651.247	0.99653470788	0.0
651.248	0.99654088268	0.0
651.249	0.996547507938	0.0
651.25	0.996554605475	0.0
651.251	0.996562145988	0.0
651.252	0.996569846098	0.0
651.253	0.996576390475	0.0
651.254	0.996577018007	0.0
651.255	0.996557733868	0.0
651.256	0.996485508154	0.0
651.257	0.996299279998	0.0
651.258	0.995913719141	0.0
651.259	0.995244267136	0.0
651.26	0.99424273838	0.0
651.261	0.992920638871	0.0
651.262	0.991350212087	0.0
651.263	0.989647949881	0.0
651.264	0.987945429134	0.0
651.265	0.98635262966	0.0
651.266	0.984929798169	0.0
651.267	0.983684941365	0.0
651.268	0.982594109588	0.0
651.269	0.981625077781	0.0
651.27	0.980750671104	0.0
651.271	0.979951659264	0.0
651.272	0.979215020283	0.0
651.273	0.978531683706	0.0
651.274	0.977894975375	0.0
651.275	0.977299773175	0.0
651.276	0.976742034488	0.0
651.277	0.976218493735	0.0
651.278	0.975726451015	0.0
651.279	0.975263615518	0.0
651.28	0.974828042507	0.0
651.281	0.974418092043	0.0
651.282	0.974032370077	0.0
651.283	0.97366964076	0.0
651.284	0.973328778815	0.0
651.285	0.973008792958	0.0
651.286	0.972708823371	0.0
651.287	0.972428117707	0.0
651.288	0.972166004754	0.0
651.289	0.971921874283	0.0
651.29	0.971695183986	0.0
651.291	0.971485458989	0.0
651.292	0.971292281214	0.0
651.293	0.971115273306	0.0
651.294	0.970954090742	0.0
651.295	0.970808430803	0.0
651.296	0.970678034504	0.0
651.297	0.97056267924	0.0
651.298	0.970462165757	0.0
651.299	0.97037631692	0.0
651.3	0.970304986782	0.0
651.301	0.970248063085	0.0
651.302	0.970205461083	0.0
651.303	0.970177111694	0.0
651.304	0.970162965634	0.0
651.305	0.970163003087	0.0
651.306	0.970177234625	0.0
651.307	0.970205689202	0.0
651.308	0.970248402668	0.0
651.309	0.970305434507	0.0
651.31	0.970376877672	0.0
651.311	0.970462858509	0.0
651.312	0.970563529823	0.0
651.313	0.970679058571	0.0
651.314	0.970809639283	0.0
651.315	0.970955503838	0.0
651.316	0.971116923684	0.0
651.317	0.971294203741	0.0
651.318	0.97148767228	0.0
651.319	0.971697696905	0.0
651.32	0.971924693419	0.0
651.321	0.972169121731	0.0
651.322	0.972431462768	0.0
651.323	0.972712173746	0.0
651.324	0.973011628145	0.0
651.325	0.973329993159	0.0
651.326	0.973667044953	0.0
651.327	0.974021984218	0.0
651.328	0.974393405859	0.0
651.329	0.974779604208	0.0
651.33	0.975179271566	0.0
651.331	0.975592466985	0.0
651.332	0.976021498339	0.0
651.333	0.976471284583	0.0
651.334	0.976948978061	0.0
651.335	0.977463025036	0.0
651.336	0.978022144007	0.0
651.337	0.978634762159	0.0
651.338	0.979309343884	0.0
651.339	0.980055712945	0.0
651.34	0.980887301316	0.0
651.341	0.981823925529	0.0
651.342	0.982893299188	0.0
651.343	0.984126862129	0.0
651.344	0.985544391777	0.0
651.345	0.987129544083	0.0
651.346	0.988812512342	0.0
651.347	0.990477567411	0.0
651.348	0.991993659013	0.0
651.349	0.993249619629	0.0
651.35	0.994181345039	0.0
651.351	0.994786916213	0.0
651.352	0.995122544302	0.0
651.353	0.995275109397	0.0
651.354	0.9953265812	0.0
651.355	0.995332707201	0.0
651.356	0.995322382637	0.0
651.357	0.995307438383	0.0
651.358	0.995291827201	0.0
651.359	0.995276668317	0.0
651.36	0.995262244425	0.0
651.361	0.995248623161	0.0
651.362	0.995235819077	0.0
651.363	0.995223832354	0.0
651.364	0.995212658063	0.0
651.365	0.995202288199	0.0
651.366	0.99519271073	0.0
651.367	0.995183907463	0.0
651.368	0.995175862461	0.0
651.369	0.995168585568	0.0
651.37	0.995162107218	0.0
651.371	0.995156441909	0.0
651.372	0.995151587038	0.0
651.373	0.995147537278	0.0
651.374	0.995144288702	0.0
651.375	0.995141838849	0.0
651.376	0.995140186092	0.0
651.377	0.995139329842	0.0
651.378	0.995139271062	0.0
651.379	0.995140012439	0.0
651.38	0.995141558089	0.0
651.381	0.995143912954	0.0
651.382	0.995147083517	0.0
651.383	0.995151079327	0.0
651.384	0.995155912879	0.0
651.385	0.995161596458	0.0
651.386	0.995168141372	0.0
651.387	0.995175560671	0.0
651.388	0.995183870325	0.0
651.389	0.995193089244	0.0
651.39	0.99520323888	0.0
651.391	0.995214342548	0.0
651.392	0.995226426527	0.0
651.393	0.995239520899	0.0
651.394	0.995253659953	0.0
651.395	0.99526888213	0.0
651.396	0.995285229825	0.0
651.397	0.995302751053	0.0
651.398	0.995321500912	0.0
651.399	0.995341542685	0.0
651.4	0.995362948529	0.0
651.401	0.99538580059	0.0
651.402	0.99541019452	0.0
651.403	0.995436243424	0.0
651.404	0.995464082263	0.0
651.405	0.995493873128	0.0
651.406	0.995525813732	0.0
651.407	0.995560152551	0.0
651.408	0.995597210929	0.0
651.409	0.995637414054	0.0
651.41	0.995681327959	0.0
651.411	0.995729692702	0.0
651.412	0.995783419996	0.0
651.413	0.995843491014	0.0
651.414	0.995910680169	0.0
651.415	0.995985081405	0.0
651.416	0.996065556476	0.0
651.417	0.996149362887	0.0
651.418	0.996232253199	0.0
651.419	0.996309205413	0.0
651.42	0.99637562148	0.0
651.421	0.996428495796	0.0
651.422	0.996467029	0.0
651.423	0.996492459415	0.0
651.424	0.996507250175	0.0
651.425	0.996513977017	0.0
651.426	0.99651416141	0.0
651.427	0.99650701314	0.0
651.428	0.996487837984	0.0
651.429	0.996446003306	0.0
651.43	0.996362944647	0.0
651.431	0.996211784938	0.0
651.432	0.995960481833	0.0
651.433	0.995578983427	0.0
651.434	0.99504847824	0.0
651.435	0.994368951769	0.0
651.436	0.993561581455	0.0
651.437	0.992665518225	0.0
651.438	0.991730206097	0.0
651.439	0.990805145172	0.0
651.44	0.989930021426	0.0
651.441	0.989128649992	0.0
651.442	0.988408641347	0.0
651.443	0.987765717381	0.0
651.444	0.987189616588	0.0
651.445	0.986668899727	0.0
651.446	0.986193622124	0.0
651.447	0.985756069927	0.0
651.448	0.985350240303	0.0
651.449	0.984969762001	0.0
651.45	0.9846034799	0.0
651.451	0.984232081426	0.0
651.452	0.983835475003	0.0
651.453	0.98341191466	0.0
651.454	0.982984984587	0.0
651.455	0.982583604802	0.0
651.456	0.982220668029	0.0
651.457	0.981893465109	0.0
651.458	0.981594849577	0.0
651.459	0.981319371192	0.0
651.46	0.981063713702	0.0
651.461	0.98082578045	0.0
651.462	0.980604103063	0.0
651.463	0.980397569915	0.0
651.464	0.980205291181	0.0
651.465	0.980026533057	0.0
651.466	0.979860686148	0.0
651.467	0.979707240566	0.0
651.468	0.979565762429	0.0
651.469	0.979435871313	0.0
651.47	0.979317234099	0.0
651.471	0.979209566916	0.0
651.472	0.979112630828	0.0
651.473	0.979026220222	0.0
651.474	0.978950150712	0.0
651.475	0.978884261616	0.0
651.476	0.978828420281	0.0
651.477	0.97878252161	0.0
651.478	0.978746482479	0.0
651.479	0.978720232434	0.0
651.48	0.978703718272	0.0
651.481	0.978696909024	0.0
651.482	0.978699796582	0.0
651.483	0.978712391141	0.0
651.484	0.97873471274	0.0
651.485	0.978766798167	0.0
651.486	0.978808706545	0.0
651.487	0.978860520701	0.0
651.488	0.978922343123	0.0
651.489	0.97899428785	0.0
651.49	0.979076490628	0.0
651.491	0.97916911742	0.0
651.492	0.979272365793	0.0
651.493	0.979386456197	0.0
651.494	0.979511625184	0.0
651.495	0.979648141697	0.0
651.496	0.979796317141	0.0
651.497	0.979956508992	0.0
651.498	0.980129119335	0.0
651.499	0.980314592324	0.0
651.5	0.980513432264	0.0
651.501	0.980726219142	0.0
651.502	0.980953620133	0.0
651.503	0.98119639638	0.0
651.504	0.981455413291	0.0
651.505	0.98173167787	0.0
651.506	0.982026379708	0.0
651.507	0.982340936687	0.0
651.508	0.982677048782	0.0
651.509	0.983036784868	0.0
651.51	0.983422748259	0.0
651.511	0.983838322314	0.0
651.512	0.984288027909	0.0
651.513	0.984777986533	0.0
651.514	0.985316373376	0.0
651.515	0.985913495244	0.0
651.516	0.986580782532	0.0
651.517	0.987327812867	0.0
651.518	0.988157050946	0.0
651.519	0.989057920148	0.0
651.52	0.990003292374	0.0
651.521	0.990951000794	0.0
651.522	0.991850792656	0.0
651.523	0.992654552338	0.0
651.524	0.993326355017	0.0
651.525	0.993849379527	0.0
651.526	0.994227902375	0.0
